,city,mobility_type,t,h(t),f(t),S(t),F(t),f(t)_poly_2,f(t)_poly_3,f(t)_poly_4,h(t)_poly,f(t)_ma,h(t)_ma,Qmax,Mass,Delta
289,Austin County,workplaces_percent_change_from_baseline,289.0,0.6588235294117647,0.6588235294117647,1.0,0.0,0.0,0.0,0.0,0.0,0.6588235294117647,0.6588235294117647,-85.0,-85.0,-10.0
290,Austin County,workplaces_percent_change_from_baseline,290.0,1.293103448275862,0.4411764705882353,0.3411764705882353,0.6588235294117647,0.4411764705882351,0.44117647058823617,0.44117647058823556,1.2931034482758614,0.55,1.6120689655172415,-85.0,-85.0,-10.0
291,Austin County,workplaces_percent_change_from_baseline,291.0,1.8999999999999995,0.22352941176470587,0.11764705882352944,0.8823529411764706,0.22352941176470553,0.22352941176470598,0.22352941176470664,1.8999999999999966,0.4411764705882353,3.749999999999999,-85.0,-85.0,-10.0
555,Dallas County,workplaces_percent_change_from_baseline,55.0,0.23636363636363636,0.15476190476190477,0.6547619047619048,0.34523809523809523,0.0,0.0,0.0,0.0,0.15476190476190477,0.23636363636363636,-81.0,-81.0,-36.0
556,Dallas County,workplaces_percent_change_from_baseline,56.0,0.13095238095238093,0.06547619047619047,0.5,0.5,4.8782827618426944e-05,-4.5050606233968195e-05,-8.341429037071822e-05,9.756565523685389e-05,0.11011904761904762,0.22023809523809523,-81.0,-81.0,-36.0
557,Dallas County,workplaces_percent_change_from_baseline,57.0,-0.07954545454545453,-0.04166666666666666,0.5238095238095238,0.47619047619047616,9.694872614810282e-05,-8.811614376784403e-05,-0.00016351060245012135,0.0001850839317372872,0.05952380952380953,0.11363636363636363,-81.0,-81.0,-36.0
558,Dallas County,workplaces_percent_change_from_baseline,58.0,-0.05102040816326527,-0.02976190476190474,0.5833333333333333,0.4166666666666667,0.00014449769558902762,-0.000129221083082613,-0.0002403271932714438,0.00024771033529547595,0.03720238095238096,0.06377551020408165,-81.0,-81.0,-36.0
559,Dallas County,workplaces_percent_change_from_baseline,59.0,0.0204081632653061,0.01190476190476189,0.5833333333333333,0.4166666666666667,0.00019142973594120136,-0.0001683898946592606,-0.0003139023630761054,0.0003281652616134881,0.03214285714285715,0.055102040816326546,-81.0,-81.0,-36.0
560,Dallas County,workplaces_percent_change_from_baseline,60.0,0.0,0.0,0.5595238095238095,0.44047619047619047,0.00023774484720462405,-0.00020564704897877226,-0.00038427445531371125,0.00042490568436571107,0.026785714285714288,0.047872340425531915,-81.0,-81.0,-36.0
561,Dallas County,workplaces_percent_change_from_baseline,61.0,-0.010204081632653074,-0.005952380952380959,0.5833333333333333,0.4166666666666667,0.00028344302937929563,-0.00024101701652213351,-0.00045148185664205194,0.0004859023360787926,0.022108843537414966,0.037900874635568516,-81.0,-81.0,-36.0
562,Dallas County,workplaces_percent_change_from_baseline,62.0,0.14583333333333337,0.08333333333333334,0.5714285714285714,0.42857142857142855,0.00032852428246521616,-0.00027452426777032984,-0.0005155629969271032,0.0005749174943141284,0.029761904761904764,0.05208333333333334,-81.0,-81.0,-36.0
563,Dallas County,workplaces_percent_change_from_baseline,63.0,0.1285714285714286,0.053571428571428575,0.41666666666666663,0.5833333333333334,0.0003729886064623856,-0.00030619327320434664,-0.0005765563492430264,0.0008951726555097256,0.03240740740740741,0.07777777777777779,-81.0,-81.0,-36.0
564,Dallas County,workplaces_percent_change_from_baseline,64.0,-0.1666666666666667,-0.07738095238095241,0.4642857142857143,0.5357142857142857,0.00041683600137080404,-0.0003360485033051695,-0.000634500429872168,0.0008978006183371163,0.02142857142857143,0.04615384615384615,-81.0,-81.0,-36.0
565,Dallas County,workplaces_percent_change_from_baseline,65.0,-0.09375000000000001,-0.053571428571428575,0.5714285714285714,0.42857142857142855,0.0004600664671904714,-0.0003641144285537838,-0.0006894337983050598,0.000805116317583325,0.014610389610389608,0.025568181818181816,-81.0,-81.0,-36.0
566,Dallas County,workplaces_percent_change_from_baseline,66.0,-0.01041666666666663,-0.005952380952380931,0.5714285714285714,0.42857142857142855,0.0005026800039213877,-0.00039041551943117507,-0.0007413950572404194,0.0008796900068624284,0.012896825396825398,0.022569444444444448,-81.0,-81.0,-36.0
567,Dallas County,workplaces_percent_change_from_baseline,67.0,-0.010204081632653026,-0.005952380952380931,0.5833333333333333,0.4166666666666667,0.0005446766115635527,-0.00041497624641832884,-0.000790422852585149,0.0009337313341089477,0.01144688644688645,0.019623233908948202,-81.0,-81.0,-36.0
568,Dallas County,workplaces_percent_change_from_baseline,68.0,0.0204081632653061,0.01190476190476189,0.5833333333333333,0.4166666666666667,0.000586056290116967,-0.0004378210799962305,-0.000836555873454337,0.0010046679259148007,0.011479591836734694,0.019679300291545195,-81.0,-81.0,-36.0
569,Dallas County,workplaces_percent_change_from_baseline,69.0,0.15957446808510636,0.08928571428571427,0.5595238095238095,0.44047619047619047,0.00062681903958163,-0.00045897449064586553,-0.000879832852171256,0.0011202723260607854,0.016666666666666666,0.02978723404255319,-81.0,-81.0,-36.0
570,Dallas County,workplaces_percent_change_from_baseline,70.0,0.1470588235294118,0.059523809523809534,0.40476190476190477,0.5952380952380952,0.0006669648599575421,-0.0004784609488482195,-0.0009202925642673654,0.0016477955363656922,0.019345238095238096,0.04779411764705883,-81.0,-81.0,-36.0
571,Dallas County,workplaces_percent_change_from_baseline,71.0,-0.17567567567567569,-0.07738095238095238,0.44047619047619047,0.5595238095238095,0.0007064937512447029,-0.0004963049250842779,-0.000957973828482309,0.0016039317595825688,0.01365546218487395,0.031001589825119236,-81.0,-81.0,-36.0
572,Dallas County,workplaces_percent_change_from_baseline,72.0,-0.11702127659574471,-0.0654761904761905,0.5595238095238095,0.44047619047619047,0.0007454057134431127,-0.000512530889835026,-0.0009929155067639162,0.0013322144665791802,0.009259259259259259,0.016548463356973995,-81.0,-81.0,-36.0
573,Dallas County,workplaces_percent_change_from_baseline,73.0,0.010416666666666678,0.005952380952380959,0.5714285714285714,0.42857142857142855,0.0007837007465527716,-0.0005271633135814495,-0.0010251565042682016,0.0013714763064673504,0.009085213032581453,0.015899122807017545,-81.0,-81.0,-36.0
574,Dallas County,workplaces_percent_change_from_baseline,74.0,0.010869565217391316,0.005952380952380959,0.5476190476190477,0.4523809523809524,0.0008213788505736793,-0.0005402266668045339,-0.001054735769359365,0.0014999092053954142,0.008928571428571428,0.016304347826086953,-81.0,-81.0,-36.0
575,Dallas County,workplaces_percent_change_from_baseline,75.0,0.010638297872340437,0.005952380952380959,0.5595238095238095,0.44047619047619047,0.000858440025505836,-0.0005517454199852644,-0.0010816922936097923,0.00153423323707426,0.0014880952380952384,0.0026595744680851068,-81.0,-81.0,-36.0
576,Dallas County,workplaces_percent_change_from_baseline,76.0,0.18888888888888894,0.10119047619047622,0.5357142857142857,0.4642857142857143,0.0008948842713492416,-0.0005617440436046268,-0.0011060651118000543,0.0016704506398519175,0.003273809523809526,0.006111111111111116,-81.0,-81.0,-36.0
577,Dallas County,workplaces_percent_change_from_baseline,77.0,0.2333333333333333,0.08333333333333331,0.3571428571428571,0.6428571428571429,0.000930711588103896,-0.0005702470081436064,-0.001127893301918907,0.002605992446690909,0.009523809523809525,0.026666666666666672,-81.0,-81.0,-36.0
578,Dallas County,workplaces_percent_change_from_baseline,78.0,-0.2258064516129033,-0.08333333333333337,0.36904761904761907,0.6309523809523809,0.0009659219757697994,-0.0005772787840831886,-0.0011472159851632915,0.0026173369666020367,0.0068452380952380935,0.01854838709677419,-81.0,-81.0,-36.0
579,Dallas County,workplaces_percent_change_from_baseline,79.0,-0.15909090909090906,-0.08333333333333331,0.5238095238095238,0.47619047619047616,0.0010005154343469516,-0.0005828638419043592,-0.0011640723259383353,0.0019100749201169075,0.002083333333333333,0.003977272727272726,-81.0,-81.0,-36.0
